total_logons,unique_devices_logon,weekend_logons,after_hours_logons,avg_logon_hour,std_logon_hour,total_emails_sent,unique_recipients,avg_email_size,total_email_size,max_email_size,after_hours_emails,total_file_ops,unique_files,unique_devices_file,files_to_removable,files_from_removable,after_hours_file_ops,total_device_events,unique_devices_used,accessed_decoy
123,4,20,32,11.528455284552846,4.057628321359119,330,207,459326.7272727273,151577820,8859928,2,35.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1
113,9,0,22,12.283185840707965,4.919837806829816,268,190,380317.42164179106,101925069,7542645,0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,0,12.45360824742268,4.52313639929175,339,136,159362.70796460178,54023958,7167315,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
155,2,1,74,11.387096774193548,5.652705474273857,277,117,304107.3718411552,84237742,4903398,6,2052.0,571.0,1.0,690.0,1191.0,19.0,1138.0,1.0,1
146,6,0,49,11.178082191780822,3.403213352734796,327,103,459447.0366972477,150239181,6228423,18,388.0,219.0,1.0,161.0,109.0,19.0,135.0,1.0,1
97,1,0,21,12.030927835051546,4.556253962612412,449,277,456590.67260579066,205009212,8901549,1,18.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1
417,143,0,226,12.482014388489208,6.987302203735785,308,216,469337.0324675325,144555806,6109625,0,656.0,294.0,128.0,217.0,373.0,474.0,384.0,188.0,1
97,1,0,49,11.463917525773196,4.5347313768065485,278,179,510660.0035971223,141963481,6312308,16,39.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1
171,12,2,69,10.988304093567251,4.349426336877579,275,190,412011.36,113303124,5856560,37,107.0,6.0,1.0,0.0,0.0,15.0,0.0,0.0,1
97,1,0,49,11.474226804123711,4.546273161212092,268,170,510951.0895522388,136934892,7186971,3,34.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,1
101,1,4,26,12.504950495049505,5.1139490853473255,285,173,286559.72280701756,81669521,6051359,1,2006.0,774.0,1.0,485.0,1268.0,10.0,1088.0,1.0,1
97,1,0,49,11.45360824742268,5.539668722339324,434,254,293111.0253456221,127210185,10596133,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,59,13.082474226804123,5.658088058796864,269,145,329815.1338289963,88720271,4518782,16,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1
183,16,28,56,13.245901639344263,4.4647178677519666,324,141,526631.3580246913,170628560,8385779,51,102.0,46.0,1.0,31.0,53.0,7.0,36.0,1.0,1
129,7,2,20,11.604651162790697,5.719236461073666,341,145,477318.1994134897,162765506,10097614,0,22.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,49,10.969072164948454,4.032300853336877,557,272,564259.8653500897,314292745,9267683,15,26.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,0,13.061855670103093,4.607092433117141,273,166,495580.8131868132,135293562,6675568,0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,49,11.958762886597938,5.037189870050719,256,159,584770.19140625,149701169,6501760,19,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,0,12.969072164948454,4.576783824021111,277,156,221958.82310469315,61482594,7026134,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,49,11.45360824742268,5.539668722339324,462,287,312408.1341991342,144332558,10838327,49,12.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,21,12.030927835051546,4.556253962612411,276,166,224390.60507246378,61931807,6628036,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,48,13.443298969072165,5.528277821356584,265,166,294816.3509433962,78126333,6806071,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,0,11.958762886597938,4.0205656882593335,272,166,411084.5294117647,111814992,6640057,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
147,10,0,49,11.380952380952381,3.823742220156851,267,137,623990.6779026217,166605511,6883307,12,249.0,127.0,1.0,70.0,136.0,8.0,265.0,1.0,1
127,16,0,50,12.165354330708661,4.625264950845174,30,24,771521.2,23145636,6876933,3,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,19,12.556701030927835,5.04556131698312,276,189,362779.02173913043,100127010,8295999,3,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1
135,1,0,21,12.088888888888889,3.9539639408789697,465,245,733809.4021505376,341221372,10801525,0,40.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1
123,14,0,16,11.536585365853659,3.6603607340969155,274,171,448645.20437956206,122928786,6487805,1,2045.0,656.0,1.0,684.0,1200.0,15.0,1129.0,1.0,1
97,1,0,49,11.474226804123711,4.546273161212091,267,174,348609.127340824,93078637,9385438,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
151,1,0,14,11.682119205298013,3.992277313225544,263,133,334651.68060836504,88013392,7013723,0,156.0,104.0,1.0,44.0,92.0,2.0,1031.0,1.0,1
135,2,0,0,12.192592592592593,3.495191358321888,463,229,609630.071274298,282258723,10837401,0,144.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,1,12.958762886597938,5.037189870050719,271,172,440502.29520295205,119376122,9053266,0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1
401,149,0,255,11.600997506234414,7.486681441232409,337,203,437149.3026706231,147319315,6209651,4,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,49,11.474226804123711,4.546273161212092,92,65,363563.4456521739,33447837,6788203,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,19,12.010309278350515,4.494197289655909,278,180,397940.1834532374,110627371,5741123,7,26.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1
143,1,9,24,12.27972027972028,4.3222411935580425,32,25,692093.53125,22146993,3596713,1,190.0,122.0,1.0,66.0,106.0,2.0,1184.0,1.0,1
131,1,0,19,11.618320610687023,3.5136174987023434,271,156,383986.3726937269,104060307,8336125,8,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
99,1,2,51,11.333333333333334,4.555776776886278,30,24,879792.0333333333,26393761,3160840,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
136,1,0,24,12.330882352941176,4.31200760505552,30,23,509313.1,15279393,3144221,0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1
189,15,29,59,11.587301587301587,3.7372545986535424,312,175,615611.8173076923,192070887,9095279,12,143.0,14.0,1.0,0.0,0.0,18.0,0.0,0.0,1
97,1,0,49,12.97938144329897,5.556489039558648,92,68,515643.95652173914,47439244,4387276,5,9.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1
96,1,0,0,13.0,4.020997519600277,270,161,399877.2074074074,107966846,8294998,0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,49,11.443298969072165,5.528277821356584,270,180,281478.23703703703,75999124,8038210,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,25,11.958762886597938,4.5664481222946405,92,72,178014.58695652173,16377342,3960803,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,0,11.958762886597938,4.0205656882593335,29,22,161698.27586206896,4689250,1927132,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,0,12.45360824742268,4.52313639929175,27,20,385035.44444444444,10395957,3645285,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
162,5,2,67,10.981481481481481,4.409859397234978,261,145,416854.97318007663,108799148,6739817,25,16.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,0,11.958762886597938,4.0205656882593335,278,171,333233.9676258993,92639043,9756201,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,49,11.474226804123711,4.546273161212092,270,168,287802.0,77706540,5567509,9,652.0,155.0,1.0,200.0,389.0,5.0,59.0,1.0,1
388,125,0,250,11.912371134020619,7.734118614659626,318,207,533890.2264150943,169777092,8538762,0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,49,11.474226804123711,4.546273161212091,270,186,314891.14074074075,85020608,6901958,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
111,8,0,24,11.693693693693694,4.39171284206307,429,163,467038.7622377622,200359629,10081045,7,213.0,99.0,1.0,62.0,111.0,0.0,144.0,1.0,1
121,1,0,72,11.041322314049587,5.762517815178355,31,23,692924.6451612903,21480664,3662856,2,1502.0,357.0,1.0,517.0,851.0,36.0,162.0,1.0,1
97,1,0,0,12.45360824742268,4.52313639929175,801,403,444554.8714107366,356088452,9242021,0,28.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,49,11.443298969072165,5.528277821356584,456,272,360024.0964912281,164170988,8787329,85,26.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,21,11.597938144329897,4.117189053768039,276,154,243662.6992753623,67250905,6003496,7,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1
152,7,0,5,13.111842105263158,4.086076085467408,429,253,297631.85081585083,127684064,7554042,0,237.0,167.0,1.0,107.0,71.0,0.0,1126.0,1.0,1
97,1,0,21,11.989690721649485,4.51500933314102,86,63,540385.7906976744,46473178,3516194,3,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1
129,17,0,97,12.705426356589147,5.506250852405147,276,176,513781.05797101447,141803572,11093887,40,108.0,14.0,1.0,0.0,0.0,17.0,0.0,0.0,1
97,1,0,49,11.45360824742268,4.52313639929175,266,178,387059.545112782,102957839,9306903,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,0,12.948453608247423,5.025707110324166,452,275,264174.389380531,119406824,5489083,0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,22,12.010309278350515,4.556348239363461,456,286,397831.1842105263,181411020,8058735,6,29.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1
97,1,0,49,10.463917525773196,3.517994977226917,269,170,316575.4832713755,85158805,8564795,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
119,1,1,70,11.445378151260504,5.573389375905006,270,161,692170.0296296297,186885908,7614916,28,26.0,11.0,1.0,0.0,0.0,3.0,0.0,0.0,1
97,1,0,20,11.051546391752577,3.5483891122728095,91,71,249694.9010989011,22722236,3008628,0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,97,12.948453608247423,6.042162854372835,430,273,238484.7488372093,102548442,6424837,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,22,12.536082474226804,5.086874154114078,270,125,399076.9148148148,107750767,6404877,1,32.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,49,11.443298969072165,4.513796148487778,274,187,452975.71532846714,124115346,10637220,42,15.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,1
201,17,36,74,12.970149253731343,4.622672871576785,356,170,364766.6685393258,129856934,8178897,9,907.0,742.0,1.0,611.0,224.0,5.0,1338.0,1.0,1
160,14,0,22,12.05,3.7880978781693577,451,288,562450.157427938,253665021,7811379,7,77.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1
119,3,1,17,12.915966386554622,5.447095061501137,426,213,437619.26056338026,186425805,8717340,4,1967.0,464.0,1.0,619.0,1153.0,34.0,1052.0,1.0,1
97,1,0,0,12.948453608247423,5.025707110324166,272,174,331989.79411764705,90301224,5332728,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,0,12.948453608247423,5.025707110324166,460,291,212136.07826086957,97582596,8647981,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
153,7,0,4,12.169934640522875,4.066536819730806,31,24,692119.9032258064,21455717,4988522,0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,49,11.45360824742268,4.52313639929175,31,24,635715.0322580645,19707166,4437689,4,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1
119,4,2,67,11.873949579831933,5.959687487325892,90,73,576884.5666666667,51919611,7876495,8,92.0,64.0,1.0,24.0,52.0,13.0,1118.0,1.0,1
97,1,0,23,12.525773195876289,5.097165845482899,256,167,288527.9375,73863152,6876560,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
101,1,4,51,11.495049504950495,4.566451056074591,288,183,281220.3263888889,80991454,5653102,12,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1
148,7,0,49,11.16891891891892,3.3974550569697657,31,24,936951.7419354839,29045504,7557357,1,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1
99,2,0,25,11.94949494949495,4.625514284420966,265,125,498153.75849056605,132010746,8109113,2,84.0,49.0,1.0,19.0,38.0,0.0,54.0,1.0,1
97,1,0,24,12.505154639175258,5.097229049812682,90,64,351023.0,31592070,3054589,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,0,11.958762886597938,4.0205656882593335,31,25,876962.6451612903,27185842,6654744,0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,45,12.938144329896907,5.514780202989528,278,179,404183.3381294964,112362968,8421270,9,15.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1
136,1,0,49,12.301470588235293,4.695655758947406,273,181,539172.3663003664,147194056,5836786,8,18.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,1
121,7,2,12,13.396694214876034,5.416763084541319,332,168,359709.4307228916,119423531,6517245,0,174.0,90.0,1.0,43.0,67.0,0.0,61.0,1.0,1
97,1,0,49,10.958762886597938,4.0205656882593335,338,117,320866.4053254438,108452845,6044209,16,293.0,218.0,1.0,139.0,107.0,6.0,1132.0,1.0,1
97,1,0,49,11.97938144329897,5.060013548737004,30,23,372563.6666666667,11176910,2226421,1,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,49,11.948453608247423,5.025707110324166,465,268,351862.7677419355,163616187,8779837,45,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,51,12.463917525773196,5.551016903216365,269,161,259975.09293680298,69933300,6782693,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
149,6,0,49,10.986577181208053,2.9999697682738176,262,140,587264.3091603053,153863249,7540029,20,381.0,104.0,1.0,67.0,131.0,40.0,70.0,1.0,1
405,135,0,205,12.051851851851852,6.968442144309719,330,196,267489.7212121212,88271608,7401007,0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1
129,1,0,49,11.418604651162791,3.9542257349310113,278,162,423281.3201438849,117672207,5239890,33,80.0,10.0,1.0,0.0,0.0,18.0,0.0,0.0,1
127,16,0,23,11.94488188976378,4.633054268084784,270,168,557364.3222222222,150488367,6855104,0,27.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1
113,1,16,57,11.460176991150442,4.519867646272733,302,184,371378.88410596026,112156423,6553278,35,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1
125,3,2,24,10.84,4.886452635075747,33,23,1064837.5454545454,35139639,5786700,2,11.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,20,12.010309278350515,4.515009333141021,92,66,461181.347826087,42428684,4539182,0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1
133,1,0,0,12.75187969924812,4.350907280928458,86,63,311572.70930232556,26795253,3137987,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,0,12.45360824742268,4.52313639929175,30,25,935270.7333333333,28058122,6305664,0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1
152,1,5,22,12.703947368421053,4.996474009440348,867,346,563567.2364475202,488612794,12305843,0,254.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1
147,6,0,49,12.081632653061224,4.614613779059455,30,22,1180708.9666666666,35421269,7162671,1,477.0,208.0,1.0,154.0,276.0,11.0,220.0,1.0,1
97,1,0,0,12.948453608247423,5.025707110324166,551,350,353632.07622504537,194851274,8937119,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
145,5,0,22,12.179310344827586,3.818211051288798,269,139,681905.5055762082,183432581,9267066,7,338.0,124.0,1.0,78.0,116.0,2.0,56.0,1.0,1
97,1,0,49,10.958762886597938,4.0205656882593335,312,187,269178.03846153844,83983548,6634581,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
177,22,0,0,12.751412429378531,3.6408838110445743,451,236,422242.59645232814,190431411,8635716,0,86.0,35.0,1.0,17.0,36.0,0.0,58.0,1.0,1
97,1,0,49,10.463917525773196,3.517994977226917,277,186,559122.1516245487,154876836,7296847,36,25.0,6.0,1.0,0.0,0.0,6.0,0.0,0.0,1
97,1,0,21,11.54639175257732,4.067197588012078,274,181,326067.4197080292,89342473,8419283,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,49,11.45360824742268,4.52313639929175,273,169,521074.4945054945,142253337,7263379,10,23.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,1
97,1,0,49,11.494845360824742,4.569198761225826,277,132,463456.3646209386,128377413,7161264,25,40.0,15.0,1.0,0.0,0.0,3.0,0.0,0.0,1
97,1,0,0,12.948453608247423,5.025707110324166,415,252,338297.4144578313,140393427,8963518,0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,49,12.02061855670103,5.515091759291232,279,152,568825.2186379929,158702236,6923271,54,203.0,108.0,1.0,73.0,42.0,25.0,158.0,1.0,1
221,17,43,87,10.515837104072398,3.881889517733569,363,171,624315.7327823691,226626611,8570067,28,14.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,49,11.45360824742268,4.52313639929175,272,157,244434.92647058822,66486300,4369746,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,0,13.02061855670103,4.62776804879005,453,287,319074.9249448124,144540941,6865256,0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,21,12.092783505154639,4.616732417311882,267,169,243659.9288389513,65057201,7588541,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
171,19,0,49,12.146198830409357,4.3705868694905625,278,141,572609.2446043165,159185370,6448111,18,156.0,12.0,1.0,0.0,0.0,31.0,0.0,0.0,1
203,16,36,42,11.926108374384237,4.297069935176853,566,251,551047.871024735,311893095,12153761,17,214.0,114.0,1.0,53.0,109.0,0.0,282.0,1.0,1
97,1,0,49,11.948453608247423,5.025707110324166,451,280,525567.7915742794,237031074,7272828,44,29.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,1
97,1,0,48,11.494845360824742,4.548634665433973,256,168,473485.26171875,121212227,8940497,4,10.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1
119,12,0,26,12.697478991596638,4.873926864673088,273,152,407894.56776556774,111355217,5873226,2,2247.0,933.0,1.0,783.0,1220.0,7.0,1128.0,1.0,1
97,1,0,0,11.958762886597938,4.0205656882593335,31,27,149724.67741935485,4641465,1753751,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
134,1,0,21,12.059701492537313,3.8812469781903913,275,153,724343.5454545454,199194475,9220424,1,33.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,0,12.948453608247423,5.025707110324166,265,163,344031.6830188679,91168396,8303306,0,20.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,49,11.474226804123711,4.546273161212092,406,261,497860.078817734,202131192,13874539,28,26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1
97,1,0,49,11.45360824742268,4.52313639929175,275,184,344140.7636363636,94638710,5872546,34,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,49,11.45360824742268,4.52313639929175,91,72,539438.3626373627,49088891,4739835,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
135,1,0,49,11.933333333333334,4.291957073688886,340,143,894228.7823529412,304037786,8459082,6,27.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,26,11.515463917525773,4.1385217823463645,274,187,401602.6897810219,110039137,6932435,0,18.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1
174,14,0,33,11.977011494252874,4.091375424831989,540,237,487353.2,263170728,8804235,29,34.0,18.0,1.0,5.0,14.0,0.0,34.0,1.0,1
131,17,0,72,12.992366412213741,5.5670682564884775,31,22,509063.93548387097,15780982,4424227,4,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,24,12.123711340206185,4.706506427185762,88,63,287108.75,25265570,4711492,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
129,2,30,64,10.922480620155039,4.001195921027813,41,28,1007209.8536585366,41295604,7734417,6,1866.0,427.0,1.0,595.0,1102.0,26.0,195.0,1.0,1
97,1,0,49,11.463917525773196,4.5347313768065485,90,68,673843.7444444444,60645937,6160456,6,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,0,11.969072164948454,4.032300853336877,451,278,298329.9467849224,134546806,6682982,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
171,19,0,0,13.187134502923977,3.6926092288646877,459,235,769424.5555555555,353165871,10100111,0,27.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,0,12.948453608247423,5.025707110324166,275,169,447990.58181818185,123197410,7923535,0,18.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,0,12.948453608247423,5.025707110324166,274,169,357427.302919708,97935081,6022766,0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,0,12.45360824742268,4.52313639929175,270,148,245657.2111111111,66327447,10326722,0,18.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,38,12.082474226804123,4.944841805467559,30,23,159076.0,4772280,2308745,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,48,13.938144329896907,5.5355187068559255,30,22,281398.13333333336,8441944,3055915,4,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,48,13.443298969072165,5.528277821356584,558,390,418746.8494623656,233660742,6503622,12,34.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,1
97,1,0,0,12.484536082474227,4.557762156616847,445,266,168545.8584269663,75002907,4065865,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
155,5,0,63,11.051612903225806,4.463115137692501,385,224,405472.32727272727,156106846,8600689,49,10.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1
97,1,0,49,11.45360824742268,4.52313639929175,275,139,189615.4509090909,52144249,6240858,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,52,12.474226804123711,5.562322625458786,276,128,541373.9347826086,149419206,8190314,8,20.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,0,11.958762886597938,4.0205656882593335,272,166,398055.5,108271096,7077257,0,13.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,49,12.443298969072165,5.528277821356584,89,67,391047.91011235956,34803264,4127310,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
128,1,0,46,11.5390625,3.88800364486965,276,146,832961.1811594203,229897286,6976360,4,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1
97,1,0,49,11.463917525773196,4.5347313768065485,279,178,229438.33333333334,64013295,4288541,7,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,2,12.969072164948454,5.048625242428672,275,174,634855.9054545454,174585374,7974929,0,49.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,23,11.97938144329897,4.546013320856205,91,61,734650.6703296703,66853211,8306646,0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1
130,1,0,0,12.061538461538461,3.5080281043172645,88,57,869564.6363636364,76521688,5013586,0,18.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,22,12.536082474226804,5.086874154114078,452,292,618775.0331858407,279686315,10322036,4,43.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,21,12.072164948453608,4.596754794327762,271,164,425614.8671586716,115341629,6059839,8,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1
134,1,0,49,12.0,4.319913672209012,264,174,681017.8977272727,179788725,9715117,29,32.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,1
97,1,0,24,11.969072164948454,4.556253962612412,91,68,318433.6153846154,28977459,4372180,3,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1
139,3,38,34,11.043165467625899,3.552648539658139,130,95,413125.7,53706341,5480507,1,2624.0,606.0,1.0,869.0,1510.0,22.0,1588.0,1.0,1
97,1,0,0,12.948453608247423,5.025707110324166,274,152,402574.34671532846,110305371,7033296,0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1
135,1,0,49,11.37037037037037,4.292897189511129,31,22,1213724.7741935484,37625468,7743600,5,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1
135,1,0,49,11.518518518518519,3.8572510740856756,30,21,836233.8666666667,25087016,3284938,2,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,0,12.45360824742268,4.52313639929175,31,25,609104.0645161291,18882226,5206858,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,3,12.97938144329897,5.060013548737005,553,329,514089.90235081373,284291716,8837321,0,25.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,24,11.948453608247423,4.535441760045308,326,133,224757.84662576686,73271058,8228316,1,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1
127,10,39,13,11.89763779527559,4.2777286764907485,94,64,678397.0638297872,63769324,5411044,0,25.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1
119,12,0,24,12.739495798319327,4.743348929359947,273,174,253408.78754578755,69180599,5042097,2,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,25,11.917525773195877,4.524631898224759,278,186,331601.37769784173,92185183,8205676,2,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1
141,5,0,49,11.063829787234043,3.418881951660819,30,25,1114690.0,33440700,5100171,2,336.0,123.0,1.0,115.0,183.0,12.0,126.0,1.0,1
97,1,0,24,12.010309278350515,4.597315442554548,532,355,289002.5939849624,153749380,7877732,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,0,12.463917525773196,4.5347313768065485,277,142,453010.4259927798,125483888,7274706,0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,24,12.45360824742268,5.045667734462699,29,25,219175.1724137931,6356080,1931007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,0,11.958762886597938,4.0205656882593335,434,301,450676.1612903226,195593454,9513086,0,20.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
97,1,0,49,10.989690721649485,4.055589880442858,462,289,414731.0108225108,191605727,10528032,17,13.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1
97,1,0,49,12.030927835051546,5.504645023840135,268,165,307122.1753731343,82308743,8109688,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,1,0,20,11.587628865979381,4.086952250046245,415,179,375565.4168674699,155859648,6095489,2,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
